268,253,261;267,268,261;267,261,253;253,268,267
261,252,243;237,261,243;237,243,252;252,261,237
252,261,243;246,252,243;246,243,261;261,252,246
266,261,243;237,266,243;237,243,261;261,266,237
261,266,243;260,261,243;260,243,266;266,261,260
358,414,413;405,358,413;405,413,414;414,358,405
404,358,413;405,404,413;405,413,358;358,404,405
160,184,158;353,160,158;353,158,184;184,160,353
360,416,158;353,360,158;353,158,416;416,360,353
416,360,158;154,416,158;154,158,360;360,416,154
407,160,158;353,407,158;353,158,160;160,407,353
160,407,158;129,160,158;129,158,407;407,160,129
416,407,158;353,416,158;353,158,407;407,416,353
407,416,158;129,407,158;129,158,416;416,407,129
129,416,158;127,129,158;127,158,416;416,129,127
416,154,158;127,416,158;127,158,154;154,416,127
416,407,473;127,416,473;127,473,407;407,416,127
101,99,473;127,101,473;127,473,99;99,101,127
129,101,473;127,129,473;127,473,101;101,129,127
407,129,473;127,407,473;127,473,129;129,407,127
407,101,473;129,407,473;129,473,101;101,407,129
425,416,473;127,425,473;127,473,416;416,425,127
571,532,526;570,571,526;570,526,532;532,571,570
364,363,356;420,364,356;420,356,363;363,364,420
363,314,356;355,363,356;355,356,314;314,363,355
314,363,356;364,314,356;364,356,363;363,314,364
412,365,356;420,412,356;420,356,365;365,412,420
365,364,356;420,365,356;420,356,364;364,365,420
497,539,538;491,497,538;491,538,539;539,497,491
537,497,538;491,537,538;491,538,497;497,537,491
577,571,538;539,577,538;539,538,571;571,577,539
532,571,538;570,532,538;570,538,571;571,532,570
577,576,538;570,577,538;570,538,576;576,577,570
571,577,538;570,571,538;570,538,577;577,571,570
425,123,125;95,425,125;95,125,123;123,425,95
123,425,125;154,123,125;154,125,425;425,123,154
154,416,125;127,154,125;127,125,416;416,154,127
416,425,125;127,416,125;127,125,425;425,416,127
425,416,125;154,425,125;154,125,416;416,425,154
473,99,125;127,473,125;127,125,99;99,473,127
425,473,125;127,425,125;127,125,473;473,425,127
473,425,125;99,473,125;99,125,425;425,473,99
280,223,222;229,280,222;229,222,223;223,280,229
228,280,222;229,228,222;229,222,280;280,228,229
320,286,281;280,320,281;280,281,286;286,320,280
321,320,281;274,321,281;274,281,320;320,321,274
320,280,281;274,320,281;274,281,280;280,320,274
211,262,259;245,211,259;245,259,262;262,211,245
211,295,259;262,211,259;262,259,295;295,211,262
262,302,259;245,262,259;245,259,302;302,262,245
302,210,259;245,302,259;245,259,210;210,302,245
345,161,163;187,345,163;187,163,161;161,345,187
161,345,163;132,161,163;132,163,345;345,161,132
400,347,393;339,400,393;339,393,347;347,400,339
402,461,395;454,402,395;454,395,461;461,402,454
391,396,395;454,391,395;454,395,396;396,391,454
295,191,338;192,295,338;192,338,191;191,295,192
391,141,166;140,391,166;140,166,141;141,391,140
396,391,166;140,396,166;140,166,391;391,396,140
391,396,451;140,391,451;140,451,396;396,391,140
109,391,451;140,109,451;140,451,391;391,109,140
112,109,451;140,112,451;140,451,109;109,112,140
396,391,451;454,396,451;454,451,391;391,396,454
504,391,451;109,504,451;109,451,391;391,504,109
112,504,451;109,112,451;109,451,504;504,112,109
139,112,451;140,139,451;140,451,112;112,139,140
391,504,451;454,391,451;454,451,504;504,391,454
504,505,451;454,504,451;454,451,505;505,504,454
505,455,451;454,505,451;454,451,455;455,505,454
504,112,451;82,504,451;82,451,112;112,504,82
112,505,451;82,112,451;82,451,505;505,112,82
505,504,451;82,505,451;82,451,504;504,505,82
455,457,451;392,455,451;392,451,457;457,455,392
455,505,451;457,455,451;457,451,505;505,455,457
109,83,453;110,109,453;110,453,83;83,109,110
504,83,453;109,504,453;109,453,83;83,504,109
394,391,453;110,394,453;110,453,391;391,394,110
391,109,453;110,391,453;110,453,109;109,391,110
391,504,453;109,391,453;109,453,504;504,391,109
394,395,453;391,394,453;391,453,395;395,394,391
504,391,453;454,504,453;454,453,391;391,504,454
461,504,453;454,461,453;454,453,504;504,461,454
391,395,453;454,391,453;454,453,395;395,391,454
395,461,453;454,395,453;454,453,461;461,395,454
76,78,508;53,76,508;53,508,78;78,76,53
453,83,111;110,453,111;110,111,83;83,453,110
309,302,301;268,309,301;268,301,302;302,309,268
302,309,301;303,302,301;303,301,309;309,302,303
259,302,301;303,259,301;303,301,302;302,259,303
262,300,301;268,262,301;268,301,300;300,262,268
302,262,301;268,302,301;268,301,262;262,302,268
302,259,301;262,302,301;262,301,259;259,302,262
295,300,301;262,295,301;262,301,300;300,295,262
259,295,301;262,259,301;262,301,295;295,259,262
210,302,240;245,210,240;245,240,302;302,210,245
302,241,240;245,302,240;245,240,241;241,302,245
241,302,240;270,241,240;270,240,302;302,241,270
241,240,235;270,241,235;270,235,240;240,241,270
270,277,235;256,270,235;256,235,277;277,270,256
277,270,235;230,277,235;230,235,270;270,277,230
262,302,263;268,262,263;268,263,302;302,262,268
261,262,263;268,261,263;268,263,262;262,261,268
261,252,263;262,261,263;262,263,252;252,261,262
302,241,263;270,302,263;270,263,241;241,302,270
253,261,263;268,253,263;268,263,261;261,253,268
252,261,263;253,252,263;253,263,261;261,252,253
270,235,263;256,270,263;256,263,235;235,270,256
241,235,263;270,241,263;270,263,235;235,241,270
171,336,194;170,171,194;170,194,336;336,171,170
336,337,194;170,336,194;170,194,337;337,336,170
292,337,194;336,292,194;336,194,337;337,292,336
292,216,194;197,292,194;197,194,216;216,292,197
337,197,194;170,337,194;170,194,197;197,337,170
337,292,194;197,337,194;197,194,292;292,337,197
181,183,318;206,181,318;206,318,183;183,181,206
271,204,318;206,271,318;206,318,204;204,271,206
204,181,318;206,204,318;206,318,181;181,204,206
271,278,318;204,271,318;204,318,278;278,271,204
278,181,318;204,278,318;204,318,181;181,278,204
415,424,521;100,415,521;100,521,424;424,415,100
424,415,521;423,424,521;423,521,415;415,424,423
415,414,521;423,415,521;423,521,414;414,415,423
465,414,521;415,465,521;415,521,414;414,465,415
424,481,521;100,424,521;100,521,481;481,424,100
481,424,521;423,481,521;423,521,424;424,481,423
481,98,521;100,481,521;100,521,98;98,481,100
528,98,521;481,528,521;481,521,98;98,528,481
528,521,480;481,528,480;481,480,521;521,528,481
488,481,480;423,488,480;423,480,481;481,488,423
479,488,480;423,479,480;423,480,488;488,479,423
481,521,480;423,481,480;423,480,521;521,481,423
302,262,242;245,302,242;245,242,262;262,302,245
241,302,242;245,241,242;245,242,302;302,241,245
262,211,242;245,262,242;245,242,211;211,262,245
263,252,242;262,263,242;262,242,252;252,263,262
252,263,242;241,252,242;241,242,263;263,252,241
302,263,242;262,302,242;262,242,263;263,302,262
241,263,242;302,241,242;302,242,263;263,241,302
246,211,242;262,246,242;262,242,211;211,246,262
252,246,242;262,252,242;262,242,246;246,252,262
253,237,251;250,253,251;250,251,237;237,253,250
253,266,251;237,253,251;237,251,266;266,253,237
306,265,299;298,306,299;298,299,265;265,306,298
265,306,299;260,265,299;260,299,306;306,265,260
209,212,299;339,209,299;339,299,212;212,209,339
347,346,299;339,347,299;339,299,346;346,347,339
346,209,299;339,346,299;339,299,209;209,346,339
209,346,299;298,209,299;298,299,346;346,209,298
383,333,377;326,383,377;326,377,333;333,383,326
376,383,377;326,376,377;326,377,383;383,376,326
370,376,377;326,370,377;326,377,376;376,370,326
370,369,377;376,370,377;376,377,369;369,370,376
427,369,377;370,427,377;370,377,369;369,427,370
369,427,377;426,369,377;426,377,427;427,369,426
346,209,207;298,346,207;298,207,209;209,346,298
346,298,207;305,346,207;305,207,298;298,346,305
184,346,207;305,184,207;305,207,346;346,184,305
358,309,366;310,358,366;310,366,309;309,358,310
310,303,264;304,310,264;304,264,303;303,310,304
309,303,264;310,309,264;310,264,303;303,309,310
309,302,264;303,309,264;303,264,302;302,309,303
240,208,264;210,240,264;210,264,208;208,240,210
302,240,264;210,302,264;210,264,240;240,302,210
240,302,264;270,240,264;270,264,302;302,240,270
187,208,264;304,187,264;304,264,208;208,187,304
208,187,264;210,208,264;210,264,187;187,208,210
259,302,264;210,259,264;210,264,302;302,259,210
302,259,264;303,302,264;303,264,259;259,302,303
389,388,117;143,389,117;143,117,388;388,389,143
447,389,117;143,447,117;143,117,389;389,447,143
389,447,117;388,389,117;388,117,447;447,389,388
388,447,117;446,388,117;446,117,447;447,388,446
447,116,117;446,447,117;446,117,116;116,447,446
388,144,117;143,388,117;143,117,144;144,388,143
113,144,117;388,113,117;388,117,144;144,113,388
113,388,117;446,113,117;446,117,388;388,113,446
116,113,117;446,116,117;446,117,113;113,116,446
389,149,120;440,389,120;440,120,149;149,389,440
447,389,120;440,447,120;440,120,389;389,447,440
91,447,120;440,91,120;440,120,447;447,91,440
149,389,120;143,149,120;143,120,389;389,149,143
389,447,120;143,389,120;143,120,447;447,389,143
447,117,120;143,447,120;143,120,117;117,447,143
116,447,120;91,116,120;91,120,447;447,116,91
117,447,120;116,117,120;116,120,447;447,117,116
382,332,375;381,382,375;381,375,332;332,382,381
432,382,375;381,432,375;381,375,382;382,432,381
432,368,375;382,432,375;382,375,368;368,432,382
332,331,375;381,332,375;381,375,331;331,332,381
557,583,552;558,557,552;558,552,583;583,557,558
557,32,552;583,557,552;583,552,32;32,557,583
511,549,552;558,511,552;558,552,549;549,511,558
583,5,26;3,583,26;3,26,5;5,583,3
583,32,26;5,583,26;5,26,32;32,583,5
552,32,26;583,552,26;583,26,32;32,552,583
562,568,22;569,562,22;569,22,568;568,562,569
53,34,37;550,53,37;550,37,34;34,53,550
58,548,37;36,58,37;36,37,548;548,58,36
58,59,37;548,58,37;548,37,59;59,58,548
32,552,35;36,32,35;36,35,552;552,32,36
552,549,35;36,552,35;36,35,549;549,552,36
375,368,325;382,375,325;382,325,368;368,375,382
332,375,325;382,332,325;382,325,375;375,332,382
181,318,325;278,181,325;278,325,318;318,181,278
96,495,69;94,96,69;94,69,495;495,96,94
495,96,69;481,495,69;481,69,96;96,495,481
96,98,69;481,96,69;481,69,98;98,96,481
98,71,69;481,98,69;481,69,71;71,98,481
171,390,145;142,171,145;142,145,390;390,171,142
144,390,145;171,144,145;171,145,390;390,144,171
113,450,145;144,113,145;144,145,450;450,113,144
450,390,145;144,450,145;144,145,390;390,450,144
450,87,145;114,450,145;114,145,87;87,450,114
450,113,145;87,450,145;87,145,113;113,450,87
465,521,102;415,465,102;415,102,521;521,465,415
128,415,102;100,128,102;100,102,415;415,128,100
415,521,102;100,415,102;100,102,521;521,415,100
200,332,177;175,200,177;175,177,332;332,200,175
332,149,177;175,332,177;175,177,149;149,332,175
149,332,177;382,149,177;382,177,332;332,149,382
332,325,177;382,332,177;382,177,325;325,332,382
433,124,151;382,433,151;382,151,124;124,433,382
149,177,151;382,149,151;382,151,177;177,149,382
424,157,153;126,424,153;126,153,157;157,424,126
368,157,153;424,368,153;424,153,157;157,368,424
433,424,153;126,433,153;126,153,424;424,433,126
433,368,153;424,433,153;424,153,368;368,433,424
124,433,153;126,124,153;126,153,433;433,124,126
151,433,153;124,151,153;124,153,433;433,151,124
368,433,153;382,368,153;382,153,433;433,368,382
151,368,153;382,151,153;382,153,368;368,151,382
433,151,153;382,433,153;382,153,151;151,433,382
183,157,352;159,183,352;159,352,157;157,183,159
406,159,352;415,406,352;415,352,159;159,406,415
159,128,352;415,159,352;415,352,128;128,159,415
157,128,352;159,157,352;159,352,128;128,157,159
183,159,352;185,183,352;185,352,159;159,183,185
128,424,352;415,128,352;415,352,424;424,128,415
128,157,352;424,128,352;424,352,157;157,128,424
157,368,352;424,157,352;424,352,368;368,157,424
415,424,352;423,415,352;423,352,424;424,415,423
10,9,15;579,10,15;579,15,9;9,10,579
480,527,520;567,480,520;567,520,527;527,480,567
528,480,520;567,528,520;567,520,480;480,528,567
49,528,520;567,49,520;567,520,528;528,49,567
432,494,431;488,432,431;488,431,494;494,432,488
479,432,431;488,479,431;488,431,432;432,479,488
494,432,431;381,494,431;381,431,432;432,494,381
432,375,431;381,432,431;381,431,375;375,432,381
303,358,357;351,303,357;351,357,358;358,303,351
358,404,357;351,358,357;351,357,404;404,358,351
309,358,357;303,309,357;303,357,358;358,309,303
301,309,357;303,301,357;303,357,309;309,301,303
366,309,357;365,366,357;365,357,309;309,366,365
309,366,357;358,309,357;358,357,366;366,309,358
413,404,357;358,413,357;358,357,404;404,413,358
413,366,357;365,413,357;365,357,366;366,413,365
366,413,357;358,366,357;358,357,413;413,366,358
413,365,357;412,413,357;412,357,365;365,413,412
404,413,357;412,404,357;412,357,413;413,404,412
411,404,357;412,411,357;412,357,404;404,411,412
365,356,357;412,365,357;412,357,356;356,365,412
356,411,357;412,356,357;412,357,411;411,356,412
456,457,458;507,456,458;507,458,457;457,456,507
514,456,458;507,514,458;507,458,456;456,514,507
399,465,458;104,399,458;104,458,465;465,399,104
399,398,458;405,399,458;405,458,398;398,399,405
465,399,458;405,465,458;405,458,399;399,465,405
520,480,471;527,520,471;527,471,480;480,520,527
413,479,471;414,413,471;414,471,479;479,413,414
414,479,471;423,414,471;423,471,479;479,414,423
479,480,471;423,479,471;423,471,480;480,479,423
521,465,471;414,521,471;414,471,465;465,521,414
521,414,471;423,521,471;423,471,414;414,521,423
480,521,471;423,480,471;423,471,521;521,480,423
456,455,397;457,456,397;457,397,455;455,456,457
458,457,397;398,458,397;398,397,457;457,458,398
458,456,397;457,458,397;457,397,456;456,458,457
457,392,397;398,457,397;398,397,392;392,457,398
457,455,397;392,457,397;392,397,455;455,457,392
458,398,397;405,458,397;405,397,398;398,458,405
398,351,397;405,398,397;405,397,351;351,398,405
351,404,397;405,351,397;405,397,404;404,351,405
517,557,551;558,517,551;558,551,557;557,517,558
549,511,551;558,549,551;558,551,511;511,549,558
510,549,551;548,510,551;548,551,549;549,510,548
557,552,551;558,557,551;558,551,552;552,557,558
552,549,551;558,552,551;558,551,549;549,552,558
549,552,551;36,549,551;36,551,552;552,549,36
548,549,551;36,548,551;36,551,549;549,548,36
548,37,551;550,548,551;550,551,37;37,548,550
556,517,551;550,556,551;550,551,517;517,556,550
557,517,551;556,557,551;556,551,517;517,557,556
32,33,551;36,32,551;36,551,33;33,32,36
552,32,551;36,552,551;36,551,32;32,552,36
33,32,551;557,33,551;557,551,32;32,33,557
32,552,551;557,32,551;557,551,552;552,32,557
37,548,551;36,37,551;36,551,548;548,37,36
33,37,551;36,33,551;36,551,37;37,33,36
33,557,551;556,33,551;556,551,557;557,33,556
34,556,551;550,34,551;550,551,556;556,34,550
37,34,551;550,37,551;550,551,34;34,37,550
34,33,551;556,34,551;556,551,33;33,34,556
37,33,551;34,37,551;34,551,33;33,37,34
540,499,582;547,540,582;547,582,499;499,540,547
499,540,582;546,499,582;546,582,540;540,499,546
579,6,582;578,579,582;578,582,6;6,579,578
546,540,582;581,546,582;581,582,540;540,546,581
