-0.040226,-0.092020,-0.994940
0.009483,-0.079731,-0.996770
0.048326,-0.059018,-0.997090
-0.081589,-0.061970,-0.994740
-0.057292,-0.030098,-0.997900
-0.023698,-0.054478,-0.998230
0.014331,-0.030704,-0.999430
0.052612,-0.008526,-0.998580
-0.093394,-0.007159,-0.995600
-0.057156,0.020291,-0.998160
-0.020496,-0.004514,-0.999780
0.017260,0.019704,-0.999660
0.091075,0.010628,-0.995790
-0.093550,0.043055,-0.994680
-0.019227,0.045181,-0.998790
0.018386,0.069034,-0.997440
0.054320,0.041499,-0.997660
0.092110,0.059236,-0.993990
-0.055621,0.069400,-0.996040
-0.017364,0.094528,-0.995370
0.055158,0.092574,-0.994180
-0.118110,-0.295650,-0.947970
-0.077562,-0.277920,-0.957470
0.000327,-0.289900,-0.957060
0.050122,-0.273210,-0.960650
0.102360,-0.304920,-0.946860
-0.219590,-0.243380,-0.944750
-0.148350,-0.264330,-0.952950
-0.107910,-0.247390,-0.962890
-0.035248,-0.260410,-0.964850
0.009564,-0.247310,-0.968890
0.054607,-0.231670,-0.971260
0.095955,-0.261480,-0.960430
0.138980,-0.239540,-0.960890
0.182170,-0.213450,-0.959820
-0.212480,-0.196350,-0.957230
-0.179690,-0.230180,-0.956420
-0.138730,-0.217500,-0.966150
-0.096789,-0.202400,-0.974510
-0.065167,-0.231260,-0.970710
-0.023088,-0.216150,-0.976090
0.018492,-0.202370,-0.979130
0.061824,-0.187470,-0.980320
0.098350,-0.216850,-0.971240
0.141880,-0.195330,-0.970420
0.186320,-0.168870,-0.967870
-0.249700,-0.162380,-0.954610
-0.208730,-0.153360,-0.965870
-0.171080,-0.185190,-0.967700
-0.129420,-0.172240,-0.976520
-0.088048,-0.154740,-0.984020
-0.054611,-0.185990,-0.981030
-0.012056,-0.169560,-0.985450
0.030318,-0.155460,-0.987380
0.072229,-0.138590,-0.987710
0.103520,-0.170770,-0.979860
0.143900,-0.149910,-0.978170
0.179210,-0.124920,-0.975850
0.225710,-0.184340,-0.956600
-0.246790,-0.120120,-0.961600
-0.205280,-0.109150,-0.972600
-0.165930,-0.141680,-0.975910
-0.124260,-0.125070,-0.984340
-0.081308,-0.107760,-0.990850
-0.045559,-0.137510,-0.989450
-0.002992,-0.123220,-0.992380
0.041743,-0.107270,-0.993350
0.081649,-0.089227,-0.992660
0.112180,-0.120110,-0.986400
0.150410,-0.098397,-0.983710
0.218850,-0.133970,-0.966520
0.258660,-0.151340,-0.954040
-0.287300,-0.099852,-0.952620
-0.246680,-0.078117,-0.965940
-0.203330,-0.065877,-0.976890
-0.161890,-0.096192,-0.982110
-0.121770,-0.081253,-0.989230
0.087811,-0.038989,-0.995370
0.120740,-0.069069,-0.990280
0.198560,-0.086607,-0.976250
0.246940,-0.102030,-0.963650
0.289920,-0.120030,-0.949500
-0.290100,-0.059250,-0.955160
-0.244540,-0.038139,-0.968890
-0.203550,-0.021056,-0.978840
-0.162290,-0.051052,-0.985420
-0.122600,-0.034467,-0.991860
