0,0,0
0.125,0,0
0.1226,0,0.024386
0.11548,0,0.047835
0.10393,0,0.069446
0.088388,0,0.088388
0.069446,0,0.10393
0.047835,0,0.11548
0.024386,0,0.1226
0.024386,0,-0.1226
0.047835,0,-0.11548
0.069446,0,-0.10393
0.088388,0,-0.088388
0.10393,0,-0.069446
0.11548,0,-0.047835
0.1226,0,-0.024386
0.25,0,0
0.2452,0,0.048773
0.23097,0,0.095671
0.20787,0,0.13889
0.17678,0,0.17678
0.13889,0,0.20787
0.095671,0,0.23097
0.048773,0,0.2452
0.048773,0,-0.2452
0.095671,0,-0.23097
0.13889,0,-0.20787
0.17678,0,-0.17678
0.20787,0,-0.13889
0.23097,0,-0.095671
0.2452,0,-0.048773
0.375,0,0
0.36779,0,0.073159
0.34645,0,0.14351
0.3118,0,0.20834
0.26517,0,0.26517
0.20834,0,0.3118
0.14351,0,0.34645
0.073159,0,0.36779
0.073159,0,-0.36779
0.14351,0,-0.34645
0.20834,0,-0.3118
0.26517,0,-0.26517
0.3118,0,-0.20834
0.34645,0,-0.14351
0.36779,0,-0.073159
0.5,0,0
0.49039,0,0.097545
0.46194,0,0.19134
0.41573,0,0.27779
0.35355,0,0.35355
0.27779,0,0.41573
0.19134,0,0.46194
0.097545,0,0.49039
0.097545,0,-0.49039
0.19134,0,-0.46194
0.27779,0,-0.41573
0.35355,0,-0.35355
0.41573,0,-0.27779
0.46194,0,-0.19134
0.49039,0,-0.097545
0.625,0,0
0.61299,0,0.12193
0.57742,0,0.23918
0.51967,0,0.34723
0.44194,0,0.44194
0.34723,0,0.51967
0.23918,0,0.57742
0.12193,0,0.61299
0.12193,0,-0.61299
0.23918,0,-0.57742
0.34723,0,-0.51967
0.44194,0,-0.44194
0.51967,0,-0.34723
0.57742,0,-0.23918
0.61299,0,-0.12193
0.75,0,0
0.73559,0,0.14632
0.69291,0,0.28701
0.6236,0,0.41668
0.53033,0,0.53033
0.41668,0,0.6236
0.28701,0,0.69291
0.14632,0,0.73559
0.14632,0,-0.73559
0.28701,0,-0.69291
0.41668,0,-0.6236
0.53033,0,-0.53033
0.6236,0,-0.41668
0.69291,0,-0.28701
0.73559,0,-0.14632
0.875,0,0
0.85819,0,0.1707
0.80839,0,0.33485
0.72754,0,0.48612
0.61872,0,0.61872
0.48612,0,0.72754
0.33485,0,0.80839
0.1707,0,0.85819
0.1707,0,-0.85819
0.33485,0,-0.80839
0.48612,0,-0.72754
0.61872,0,-0.61872
0.72754,0,-0.48612
0.80839,0,-0.33485
0.85819,0,-0.1707
1,0,0
0.98079,0,0.19509
0.92388,0,0.38268
0.83147,0,0.55557
0.70711,0,0.70711
0.55557,0,0.83147
0.38268,0,0.92388
0.19509,0,0.98079
0.19509,0,-0.98079
0.38268,0,-0.92388
0.55557,0,-0.83147
0.70711,0,-0.70711
0.83147,0,-0.55557
0.92388,0,-0.38268
0.98079,0,-0.19509
0.11656,0.045155,0
0.11432,0.044288,0.024386
0.10769,0.041718,0.047835
0.096915,0.037545,0.069446
0.08242,0.03193,0.088388
0.064757,0.025087,0.10393
0.044605,0.01728,0.11548
0.02274,0.0088093,0.1226
0.02274,0.0088093,-0.1226
0.044605,0.01728,-0.11548
0.064757,0.025087,-0.10393
0.08242,0.03193,-0.088388
0.096915,0.037545,-0.069446
0.10769,0.041718,-0.047835
0.11432,0.044288,-0.024386
0.23312,0.09031,0
