757,742,856;856,742,758;758,757,856;758,742,757
870,757,856;856,757,758;758,870,856;758,757,870
800,685,784;784,685,785;785,800,784;785,685,800
799,685,784;784,685,800;800,799,784;800,685,799
685,670,784;784,670,785;785,685,784;785,670,685
799,684,784;784,684,685;685,799,784;685,684,799
684,670,784;784,670,685;685,684,784;685,670,684
684,669,784;784,669,670;670,684,784;670,669,684
900,899,1017;1017,899,885;885,900,1017;885,899,900
886,900,1017;1017,900,885;885,886,1017;885,900,886
1003,1996,1017;1017,1996,886;886,1003,1017;886,1996,1003
886,1018,1017;1017,1018,900;900,886,1017;900,1018,886
1003,886,1017;1017,886,885;885,1003,1017;885,886,1003
886,1996,1017;1017,1996,1018;1018,886,1017;1018,1996,886
900,1018,1017;1017,1018,915;915,900,1017;915,1018,900
914,900,1017;1017,900,915;915,914,1017;915,900,914
899,900,1017;1017,900,914;914,899,1017;914,900,899
1033,914,1017;1017,914,915;915,1033,1017;915,914,1033
1018,1033,1017;1017,1033,915;915,1018,1017;915,1033,1018
1033,1032,1017;1017,1032,914;914,1033,1017;914,1032,1033
1116,1003,1017;1017,1003,1115;1115,1116,1017;1115,1003,1116
1116,1129,1017;1017,1129,1018;1018,1116,1017;1018,1129,1116
1116,1996,1017;1017,1996,1003;1003,1116,1017;1003,1996,1116
1116,1115,1017;1017,1115,1128;1128,1116,1017;1128,1115,1116
1129,1116,1017;1017,1116,1128;1128,1129,1017;1128,1116,1129
1996,1116,1017;1017,1116,1018;1018,1996,1017;1018,1116,1996
1143,1144,1017;1017,1144,1128;1128,1143,1017;1128,1144,1143
1033,1018,1017;1017,1018,1144;1144,1033,1017;1144,1018,1033
1143,1033,1017;1017,1033,1144;1144,1143,1017;1144,1033,1143
1144,1129,1017;1017,1129,1128;1128,1144,1017;1128,1129,1144
1018,1129,1017;1017,1129,1144;1144,1018,1017;1144,1129,1018
1032,1033,1017;1017,1033,1143;1143,1032,1017;1143,1033,1032
913,899,1017;1017,899,914;914,913,1017;914,899,913
913,914,1017;1017,914,1031;1031,913,1017;1031,914,913
1016,913,1017;1017,913,1031;1031,1016,1017;1031,913,1016
914,1032,1017;1017,1032,1031;1031,914,1017;1031,1032,914
898,913,1017;1017,913,1016;1016,898,1017;1016,913,898
913,898,1017;1017,898,899;899,913,1017;899,898,913
873,745,860;860,745,760;760,873,860;760,745,873
745,746,860;860,746,760;760,745,860;760,746,745
761,873,860;860,873,760;760,761,860;760,873,761
746,761,860;860,761,760;760,746,860;760,761,746
873,859,860;860,859,745;745,873,860;745,859,873
761,874,860;860,874,873;873,761,860;873,874,761
1135,1024,1008;1008,1024,1122;1122,1135,1008;1122,1024,1135
1024,1135,1008;1008,1135,1023;1023,1024,1008;1023,1135,1024
1121,1135,1008;1008,1135,1122;1122,1121,1008;1122,1135,1121
1024,1009,1008;1008,1009,1122;1122,1024,1008;1122,1009,1024
1121,1134,1008;1008,1134,1135;1135,1121,1008;1135,1134,1121
1135,1134,1008;1008,1134,1023;1023,1135,1008;1023,1134,1135
1120,1022,1008;1008,1022,1133;1133,1120,1008;1133,1022,1120
1133,1022,1008;1008,1022,1023;1023,1133,1008;1023,1022,1133
1121,1120,1008;1008,1120,1133;1133,1121,1008;1133,1120,1121
1134,1121,1008;1008,1121,1133;1133,1134,1008;1133,1121,1134
1134,1133,1008;1008,1133,1023;1023,1134,1008;1023,1133,1134
1007,1022,1008;1008,1022,1120;1120,1007,1008;1120,1022,1007
993,1120,1008;1008,1120,1105;1105,993,1008;1105,1120,993
994,993,1008;1008,993,1105;1105,994,1008;1105,993,994
1120,1121,1008;1008,1121,1105;1105,1120,1008;1105,1121,1120
1106,994,1008;1008,994,1105;1105,1106,1008;1105,994,1106
1121,1106,1008;1008,1106,1105;1105,1121,1008;1105,1106,1121
1007,1120,1008;1008,1120,993;993,1007,1008;993,1120,1007
862,980,964;964,980,979;979,862,964;979,980,862
846,847,964;964,847,861;861,846,964;861,847,846
847,862,964;964,862,861;861,847,964;861,862,847
862,847,964;964,847,965;965,862,964;965,847,862
862,979,964;964,979,861;861,862,964;861,979,862
980,862,964;964,862,965;965,980,964;965,862,980
831,2000,964;964,2000,845;845,831,964;845,2000,831
949,2000,964;964,2000,948;948,949,964;948,2000,949
963,948,964;964,948,845;845,963,964;845,948,963
2000,846,964;964,846,845;845,2000,964;845,846,2000
2000,831,964;964,831,948;948,2000,964;948,831,2000
948,831,964;964,831,845;845,948,964;845,831,948
847,846,964;964,846,832;832,847,964;832,846,847
846,2000,964;964,2000,832;832,846,964;832,2000,846
847,832,964;964,832,965;965,847,964;965,832,847
832,950,964;964,950,965;965,832,964;965,950,832
949,950,964;964,950,832;832,949,964;832,950,949
2000,949,964;964,949,832;832,2000,964;832,949,2000
1103,1118,991;991,1118,1104;1104,1103,991;1104,1118,1103
1006,1119,991;991,1119,1005;1005,1006,991;1005,1119,1006
1118,1119,991;991,1119,1104;1104,1118,991;1104,1119,1118
1119,992,991;991,992,1104;1104,1119,991;1104,992,1119
1119,1118,991;991,1118,1005;1005,1119,991;1005,1118,1119
1119,1006,991;991,1006,992;992,1119,991;992,1006,1119
888,889,991;991,889,1005;1005,888,991;1005,889,888
889,874,991;991,874,992;992,889,991;992,874,889
889,888,991;991,888,873;873,889,991;873,888,889
1006,889,991;991,889,992;992,1006,991;992,889,1006
889,1006,991;991,1006,1005;1005,889,991;1005,1006,889
874,889,991;991,889,873;873,874,991;873,889,874
843,859,976;976,859,858;858,843,976;858,859,843
962,844,976;976,844,843;843,962,976;843,844,962
962,977,976;976,977,859;859,962,976;859,977,962
962,843,976;976,843,961;961,962,976;961,843,962
843,844,976;976,844,859;859,843,976;859,844,843
844,962,976;976,962,859;859,844,976;859,962,844
1219,1103,1090;1090,1103,1104;1104,1219,1090;1104,1103,1219
1219,1205,1090;1090,1205,1204;1204,1219,1090;1204,1205,1219
1220,1205,1090;1090,1205,1219;1219,1220,1090;1219,1205,1220
1220,1219,1090;1090,1219,1104;1104,1220,1090;1104,1219,1220
1205,1220,1090;1090,1220,1104;1104,1205,1090;1104,1220,1205
1091,1205,1090;1090,1205,1104;1104,1091,1090;1104,1205,1091
1345,1360,1230;1230,1360,1346;1346,1345,1230;1346,1360,1345
1359,1360,1230;1230,1360,1345;1345,1359,1230;1345,1360,1359
1359,1245,1230;1230,1245,1360;1360,1359,1230;1360,1245,1359
1229,1244,1230;1230,1244,1359;1359,1229,1230;1359,1244,1229
1229,1359,1230;1230,1359,1345;1345,1229,1230;1345,1359,1229
1359,1244,1230;1230,1244,1245;1245,1359,1230;1245,1244,1359
762,761,875;875,761,746;746,762,875;746,761,762
761,874,875;875,874,746;746,761,875;746,874,761
861,747,875;875,747,746;746,861,875;746,747,861
747,762,875;875,762,746;746,747,875;746,762,747
874,860,875;875,860,746;746,874,875;746,860,874
860,861,875;875,861,746;746,860,875;746,861,860
994,979,875;875,979,993;993,994,875;993,979,994
862,980,875;875,980,994;994,862,875;994,980,862
876,862,875;875,862,994;994,876,875;994,862,876
979,862,875;875,862,861;861,979,875;861,862,979
980,979,875;875,979,994;994,980,875;994,979,980
980,862,875;875,862,979;979,980,875;979,862,980
424,423,541;541,423,409;409,424,541;409,423,424
423,526,541;541,526,409;409,423,541;409,526,423
424,438,541;541,438,423;423,424,541;423,438,424
438,555,541;541,555,423;423,438,541;423,555,438
555,540,541;541,540,423;423,555,541;423,540,555
540,526,541;541,526,423;423,540,541;423,526,540
687,570,541;541,570,556;556,687,541;556,570,687
658,672,541;541,672,687;687,658,541;687,672,658
687,672,541;541,672,570;570,687,541;570,672,687
672,555,541;541,555,570;570,672,541;570,555,672
673,687,541;541,687,556;556,673,541;556,687,673
673,658,541;541,658,687;687,673,541;687,658,673
440,557,541;541,557,556;556,440,541;556,557,440
542,557,541;541,557,440;440,542,541;440,557,542
425,542,541;541,542,440;440,425,541;440,542,425
439,440,541;541,440,556;556,439,541;556,440,439
439,425,541;541,425,440;440,439,541;440,425,439
439,424,541;541,424,425;425,439,541;425,424,439
557,674,541;541,674,556;556,557,541;556,674,557
557,542,541;541,542,674;674,557,541;674,542,557
542,659,541;541,659,674;674,542,541;674,659,542
659,658,541;541,658,674;674,659,541;674,658,659
674,673,541;541,673,556;556,674,541;556,673,674
658,673,541;541,673,674;674,658,541;674,673,658
555,658,643;643,658,672;672,555,643;672,658,555
540,526,643;643,526,555;555,540,643;555,526,540
540,555,643;643,555,672;672,540,643;672,555,540
657,540,643;643,540,672;672,657,643;672,540,657
526,541,643;643,541,555;555,526,643;555,541,526
541,658,643;643,658,555;555,541,643;555,658,541
628,758,643;643,758,744;744,628,643;744,758,628
758,773,643;643,773,744;744,758,643;744,773,758
758,642,643;643,642,773;773,758,643;773,642,758
642,758,643;643,758,628;628,642,643;628,758,642
773,759,643;643,759,744;744,773,643;744,759,773
642,657,643;643,657,773;773,642,643;773,657,642
776,660,645;645,660,777;777,776,645;777,660,776
761,776,645;645,776,777;777,761,645;777,776,761
660,661,645;645,661,777;777,660,645;777,661,660
661,646,645;645,646,777;777,661,645;777,646,661
646,762,645;645,762,777;777,646,645;777,762,646
762,761,645;645,761,777;777,762,645;777,761,762
631,762,645;645,762,646;646,631,645;646,762,631
761,762,645;645,762,746;746,761,645;746,762,761
631,630,645;645,630,746;746,631,645;746,630,631
762,747,645;645,747,746;746,762,645;746,747,762
747,762,645;645,762,631;631,747,645;631,762,747
747,631,645;645,631,746;746,747,645;746,631,747
670,684,568;568,684,685;685,670,568;685,684,670
669,684,568;568,684,670;670,669,568;670,684,669
669,567,568;568,567,684;684,669,568;684,567,669
669,670,568;568,670,553;553,669,568;553,670,669
552,567,568;568,567,669;669,552,568;669,567,552
552,669,568;568,669,553;553,552,568;553,669,552
797,682,668;668,682,683;683,797,668;683,682,797
782,682,668;668,682,797;797,782,668;797,682,782
798,782,668;668,782,797;797,798,668;797,782,798
783,782,668;668,782,798;798,783,668;798,782,783
798,797,668;668,797,683;683,798,668;683,797,798
782,667,668;668,667,682;682,782,668;682,667,782
799,798,668;668,798,683;683,799,668;683,798,799
684,799,668;668,799,683;683,684,668;683,799,684
783,798,668;668,798,799;799,783,668;799,798,783
684,669,668;668,669,799;799,684,668;799,669,684
784,783,668;668,783,799;799,784,668;799,783,784
669,784,668;668,784,799;799,669,668;799,784,669
651,666,767;767,666,1951;1951,651,767;1951,666,651
666,781,767;767,781,1951;1951,666,767;1951,781,666
1256,1371,1241;1241,1371,1951;1951,1256,1241;1951,1371,1256
1371,1356,1241;1241,1356,1951;1951,1371,1241;1951,1356,1371
398,515,385;385,515,514;514,398,385;514,515,398
515,501,385;385,501,514;514,515,385;514,501,515
399,515,385;385,515,398;398,399,385;398,515,399
384,398,385;385,398,514;514,384,385;514,398,384
501,500,385;385,500,514;514,501,385;514,500,501
500,384,385;385,384,514;514,500,385;514,384,500
2000,720,817;817,720,832;832,2000,817;832,720,2000
720,818,817;817,818,832;832,720,817;832,818,720
2000,719,817;817,719,720;720,2000,817;720,719,2000
719,704,817;817,704,720;720,719,817;720,704,719
704,705,817;817,705,720;720,704,817;720,705,704
705,818,817;817,818,720;720,705,817;720,818,705
718,831,817;817,831,816;816,718,817;816,831,718
704,719,817;817,719,718;718,704,817;718,719,704
703,704,817;817,704,718;718,703,817;718,704,703
2000,831,817;817,831,718;718,2000,817;718,831,2000
719,2000,817;817,2000,718;718,719,817;718,2000,719
703,718,817;817,718,816;816,703,817;816,718,703
2000,949,817;817,949,948;948,2000,817;948,949,2000
949,934,817;817,934,948;948,949,817;948,934,949
816,831,817;817,831,948;948,816,817;948,831,816
831,2000,817;817,2000,948;948,831,817;948,2000,831
934,933,817;817,933,948;948,934,817;948,933,934
933,816,817;817,816,948;948,933,817;948,816,933
950,949,817;817,949,832;832,950,817;832,949,950
950,934,817;817,934,949;949,950,817;949,934,950
949,2000,817;817,2000,832;832,949,817;832,2000,949
818,950,817;817,950,832;832,818,817;832,950,818
935,934,817;817,934,950;950,935,817;950,934,935
818,935,817;817,935,950;950,818,817;950,935,818
1550,1535,1536;1536,1535,1436;1436,1550,1536;1436,1535,1550
1407,1422,1536;1536,1422,1436;1436,1407,1536;1436,1422,1407
1535,1522,1536;1536,1522,1407;1407,1535,1536;1407,1522,1535
1421,1535,1536;1536,1535,1407;1407,1421,1536;1407,1535,1421
1535,1421,1536;1536,1421,1436;1436,1535,1536;1436,1421,1535
1421,1407,1536;1536,1407,1436;1436,1421,1536;1436,1407,1421
1610,1717,1595;1595,1717,1609;1609,1610,1595;1609,1717,1610
1610,1718,1595;1595,1718,1717;1717,1610,1595;1717,1718,1610
1717,1594,1595;1595,1594,1609;1609,1717,1595;1609,1594,1717
1718,1703,1595;1595,1703,1717;1717,1718,1595;1717,1703,1718
1703,1702,1595;1595,1702,1717;1717,1703,1595;1717,1702,1703
1702,1594,1595;1595,1594,1717;1717,1702,1595;1717,1594,1702
1594,1689,1580;1580,1689,1579;1579,1594,1580;1579,1689,1594
1703,1690,1580;1580,1690,1689;1689,1703,1580;1689,1690,1703
1702,1703,1580;1580,1703,1689;1689,1702,1580;1689,1703,1702
1594,1702,1580;1580,1702,1689;1689,1594,1580;1689,1702,1594
1703,1702,1580;1580,1702,1594;1594,1703,1580;1594,1702,1703
1595,1703,1580;1580,1703,1594;1594,1595,1580;1594,1703,1595
1548,1563,1435;1435,1563,1549;1549,1548,1435;1549,1563,1548
1434,1449,1435;1435,1449,1563;1563,1434,1435;1563,1449,1434
1450,1564,1435;1435,1564,1563;1563,1450,1435;1563,1564,1450
1563,1564,1435;1435,1564,1549;1549,1563,1435;1549,1564,1563
1548,1434,1435;1435,1434,1563;1563,1548,1435;1563,1434,1548
1449,1450,1435;1435,1450,1563;1563,1449,1435;1563,1450,1449
1346,1347,1333;1333,1347,1464;1464,1346,1333;1464,1347,1346
1347,1465,1333;1333,1465,1464;1464,1347,1333;1464,1465,1347
1332,1346,1333;1333,1346,1464;1464,1332,1333;1464,1346,1332
1450,1449,1333;1333,1449,1464;1464,1450,1333;1464,1449,1450
1465,1450,1333;1333,1450,1464;1464,1465,1333;1464,1450,1465
1449,1332,1333;1333,1332,1464;1464,1449,1333;1464,1332,1449
1331,1448,1318;1318,1448,1433;1433,1331,1318;1433,1448,1331
1448,1331,1318;1318,1331,1332;1332,1448,1318;1332,1331,1448
1317,1331,1318;1318,1331,1433;1433,1317,1318;1433,1331,1317
1449,1434,1318;1318,1434,1448;1448,1449,1318;1448,1434,1449
1448,1434,1318;1318,1434,1433;1433,1448,1318;1433,1434,1448
1449,1448,1318;1318,1448,1332;1332,1449,1318;1332,1448,1449
1333,1450,1318;1318,1450,1332;1332,1333,1318;1332,1450,1333
1434,1449,1318;1318,1449,1450;1450,1434,1318;1450,1449,1434
1450,1449,1318;1318,1449,1332;1332,1450,1318;1332,1449,1450
1435,1434,1318;1318,1434,1450;1450,1435,1318;1450,1434,1435
1319,1435,1318;1318,1435,1450;1450,1319,1318;1450,1435,1319
1333,1319,1318;1318,1319,1450;1450,1333,1318;1450,1319,1333
1249,1365,1350;1350,1365,1364;1364,1249,1350;1364,1365,1249
1250,1249,1350;1350,1249,1235;1235,1250,1350;1235,1249,1250
1249,1234,1350;1350,1234,1235;1235,1249,1350;1235,1234,1249
1365,1250,1350;1350,1250,1235;1235,1365,1350;1235,1250,1365
1250,1365,1350;1350,1365,1249;1249,1250,1350;1249,1365,1250
1351,1365,1350;1350,1365,1235;1235,1351,1350;1235,1365,1351
1364,1363,1350;1350,1363,1248;1248,1364,1350;1248,1363,1364
1363,1233,1350;1350,1233,1248;1248,1363,1350;1248,1233,1363
1233,1249,1350;1350,1249,1248;1248,1233,1350;1248,1249,1233
1249,1364,1350;1350,1364,1248;1248,1249,1350;1248,1364,1249
1234,1249,1350;1350,1249,1233;1233,1234,1350;1233,1249,1234
1349,1233,1350;1350,1233,1363;1363,1349,1350;1363,1233,1349
1597,1704,1581;1581,1704,1596;1596,1597,1581;1596,1704,1597
1705,1692,1581;1581,1692,1691;1691,1705,1581;1691,1692,1705
1582,1705,1581;1581,1705,1597;1597,1582,1581;1597,1705,1582
1705,1704,1581;1581,1704,1597;1597,1705,1581;1597,1704,1705
1704,1705,1581;1581,1705,1691;1691,1704,1581;1691,1705,1704
1692,1705,1581;1581,1705,1582;1582,1692,1581;1582,1705,1692
1704,1610,1581;1581,1610,1596;1596,1704,1581;1596,1610,1704
1718,1704,1581;1581,1704,1691;1691,1718,1581;1691,1704,1718
1718,1703,1581;1581,1703,1610;1610,1718,1581;1610,1703,1718
1704,1718,1581;1581,1718,1610;1610,1704,1581;1610,1718,1704
1703,1718,1581;1581,1718,1691;1691,1703,1581;1691,1718,1703
1703,1595,1581;1581,1595,1610;1610,1703,1581;1610,1595,1703
1833,1716,1817;1817,1716,1818;1818,1833,1817;1818,1716,1833
1832,1716,1817;1817,1716,1833;1833,1832,1817;1833,1716,1832
1832,1715,1817;1817,1715,1716;1716,1832,1817;1716,1715,1832
1716,1701,1817;1817,1701,1818;1818,1716,1817;1818,1701,1716
1715,1701,1817;1817,1701,1716;1716,1715,1817;1716,1701,1715
1700,1701,1817;1817,1701,1715;1715,1700,1817;1715,1701,1700
1678,1689,1688;1688,1689,1579;1579,1678,1688;1579,1689,1678
1563,1677,1688;1688,1677,1678;1678,1563,1688;1678,1677,1563
1564,1678,1688;1688,1678,1579;1579,1564,1688;1579,1678,1564
1563,1564,1688;1688,1564,1579;1579,1563,1688;1579,1564,1563
1564,1563,1688;1688,1563,1678;1678,1564,1688;1678,1563,1564
1578,1563,1688;1688,1563,1579;1579,1578,1688;1579,1563,1578
1689,1594,1688;1688,1594,1579;1579,1689,1688;1579,1594,1689
1701,1593,1688;1688,1593,1594;1594,1701,1688;1594,1593,1701
1594,1593,1688;1688,1593,1579;1579,1594,1688;1579,1593,1594
1702,1594,1688;1688,1594,1689;1689,1702,1688;1689,1594,1702
1702,1701,1688;1688,1701,1594;1594,1702,1688;1594,1701,1702
1593,1578,1688;1688,1578,1579;1579,1593,1688;1579,1578,1593
1220,1205,1322;1322,1205,1221;1221,1220,1322;1221,1205,1220
1337,1220,1322;1322,1220,1221;1221,1337,1322;1221,1220,1337
1323,1337,1322;1322,1337,1221;1221,1323,1322;1221,1337,1323
1337,1336,1322;1322,1336,1220;1220,1337,1322;1220,1336,1337
1205,1206,1322;1322,1206,1221;1221,1205,1322;1221,1206,1205
1206,1323,1322;1322,1323,1221;1221,1206,1322;1221,1323,1206
1190,1308,1322;1322,1308,1309;1309,1190,1322;1309,1308,1190
1323,1191,1322;1322,1191,1309;1309,1323,1322;1309,1191,1323
1191,1190,1322;1322,1190,1309;1309,1191,1322;1309,1190,1191
1190,1191,1322;1322,1191,1205;1205,1190,1322;1205,1191,1190
1323,1206,1322;1322,1206,1191;1191,1323,1322;1191,1206,1323
1191,1206,1322;1322,1206,1205;1205,1191,1322;1205,1206,1191
1454,1337,1322;1322,1337,1455;1455,1454,1322;1455,1337,1454
1454,1455,1322;1322,1455,1439;1439,1454,1322;1439,1455,1454
1455,1440,1322;1322,1440,1439;1439,1455,1322;1439,1440,1455
1337,1440,1322;1322,1440,1455;1455,1337,1322;1455,1440,1337
1323,1440,1322;1322,1440,1337;1337,1323,1322;1337,1440,1323
1454,1336,1322;1322,1336,1337;1337,1454,1322;1337,1336,1454
1309,1308,1322;1322,1308,1425;1425,1309,1322;1425,1308,1309
1440,1309,1322;1322,1309,1425;1425,1440,1322;1425,1309,1440
1440,1425,1322;1322,1425,1439;1439,1440,1322;1439,1425,1440
1440,1323,1322;1322,1323,1309;1309,1440,1322;1309,1323,1440
1308,1424,1322;1322,1424,1425;1425,1308,1322;1425,1424,1308
1425,1424,1322;1322,1424,1439;1439,1425,1322;1439,1424,1425
1584,1600,1694;1694,1600,1599;1599,1584,1694;1599,1600,1584
1600,1708,1694;1694,1708,1599;1599,1600,1694;1599,1708,1600
1707,1584,1694;1694,1584,1599;1599,1707,1694;1599,1584,1707
1585,1600,1694;1694,1600,1584;1584,1585,1694;1584,1600,1585
1708,1707,1694;1694,1707,1599;1599,1708,1694;1599,1707,1708
1707,1693,1694;1694,1693,1584;1584,1707,1694;1584,1693,1707
1570,1585,1694;1694,1585,1584;1584,1570,1694;1584,1585,1570
1570,1569,1694;1694,1569,1682;1682,1570,1694;1682,1569,1570
1682,1569,1694;1694,1569,1584;1584,1682,1694;1584,1569,1682
1569,1570,1694;1694,1570,1584;1584,1569,1694;1584,1570,1569
1683,1570,1694;1694,1570,1682;1682,1683,1694;1682,1570,1683
1693,1682,1694;1694,1682,1584;1584,1693,1694;1584,1682,1693
1708,1825,1694;1694,1825,1824;1824,1708,1694;1824,1825,1708
1824,1825,1694;1694,1825,1809;1809,1824,1694;1809,1825,1824
1825,1810,1694;1694,1810,1809;1809,1825,1694;1809,1810,1825
1707,1824,1694;1694,1824,1809;1809,1707,1694;1809,1824,1707
1707,1708,1694;1694,1708,1824;1824,1707,1694;1824,1708,1707
1693,1707,1694;1694,1707,1809;1809,1693,1694;1809,1707,1693
1795,1682,1694;1694,1682,1809;1809,1795,1694;1809,1682,1795
1795,1796,1694;1694,1796,1682;1682,1795,1694;1682,1796,1795
1810,1795,1694;1694,1795,1809;1809,1810,1694;1809,1795,1810
1796,1795,1694;1694,1795,1810;1810,1796,1694;1810,1795,1796
1796,1683,1694;1694,1683,1682;1682,1796,1694;1682,1683,1796
1682,1693,1694;1694,1693,1809;1809,1682,1694;1809,1693,1682
1826,1825,1694;1694,1825,1709;1709,1826,1694;1709,1825,1826
1811,1810,1694;1694,1810,1826;1826,1811,1694;1826,1810,1811
1826,1709,1694;1694,1709,1695;1695,1826,1694;1695,1709,1826
1825,1708,1694;1694,1708,1709;1709,1825,1694;1709,1708,1825
1826,1810,1694;1694,1810,1825;1825,1826,1694;1825,1810,1826
1811,1826,1694;1694,1826,1695;1695,1811,1694;1695,1826,1811
1669,1653,1555;1555,1653,1668;1668,1669,1555;1668,1653,1669
1668,1653,1555;1555,1653,1554;1554,1668,1555;1554,1653,1668
1540,1539,1555;1555,1539,1653;1653,1540,1555;1653,1539,1540
1654,1540,1555;1555,1540,1653;1653,1654,1555;1653,1540,1654
1653,1539,1555;1555,1539,1554;1554,1653,1555;1554,1539,1653
1669,1654,1555;1555,1654,1653;1653,1669,1555;1653,1654,1669
1682,1668,1555;1555,1668,1554;1554,1682,1555;1554,1668,1682
1682,1669,1555;1555,1669,1668;1668,1682,1555;1668,1669,1682
1569,1570,1555;1555,1570,1682;1682,1569,1555;1682,1570,1569
1569,1682,1555;1555,1682,1554;1554,1569,1555;1554,1682,1569
1683,1669,1555;1555,1669,1682;1682,1683,1555;1682,1669,1683
1570,1683,1555;1555,1683,1682;1682,1570,1555;1682,1683,1570
1440,1441,1426;1426,1441,1554;1554,1440,1426;1554,1441,1440
1425,1440,1426;1426,1440,1554;1554,1425,1426;1554,1440,1425
1540,1539,1426;1426,1539,1554;1554,1540,1426;1554,1539,1540
1539,1425,1426;1426,1425,1554;1554,1539,1426;1554,1425,1539
1441,1555,1426;1426,1555,1554;1554,1441,1426;1554,1555,1441
1555,1540,1426;1426,1540,1554;1554,1555,1426;1554,1540,1555
190,189,174;174,189,77;77,190,174;77,189,190
78,63,174;174,63,190;190,78,174;190,63,78
63,78,174;174,78,77;77,63,174;77,78,63
63,175,174;174,175,190;190,63,174;190,175,63
78,190,174;174,190,77;77,78,174;77,190,78
62,63,174;174,63,77;77,62,174;77,63,62
331,317,221;221,317,220;220,331,221;220,317,331
331,332,221;221,332,317;317,331,221;317,332,331
332,318,221;221,318,317;317,332,221;317,318,332
318,207,221;221,207,317;317,318,221;317,207,318
317,206,221;221,206,220;220,317,221;220,206,317
207,206,221;221,206,317;317,207,221;317,206,207
1928,95,108;108,95,1950;1950,1928,108;1950,95,1928
1942,1928,108;108,1928,1950;1950,1942,108;1950,1928,1942
193,208,81;81,208,1950;1950,193,81;1950,208,193
208,95,81;81,95,1950;1950,208,81;1950,95,208
428,427,303;303,427,315;315,428,303;315,427,428
427,428,303;303,428,413;413,427,303;413,428,427
427,302,303;303,302,315;315,427,303;315,302,427
427,412,303;303,412,302;302,427,303;302,412,427
412,427,303;303,427,413;413,412,303;413,427,412
316,428,303;303,428,315;315,316,303;315,428,316
414,399,303;303,399,413;413,414,303;413,399,414
289,400,303;303,400,304;304,289,303;304,400,289
304,400,303;303,400,414;414,304,303;414,400,304
400,288,303;303,288,399;399,400,303;399,288,400
400,399,303;303,399,414;414,400,303;414,399,400
400,289,303;303,289,288;288,400,303;288,289,400
429,414,303;303,414,413;413,429,303;413,414,429
429,317,303;303,317,414;414,429,303;414,317,429
428,317,303;303,317,429;429,428,303;429,317,428
428,429,303;303,429,413;413,428,303;413,429,428
317,304,303;303,304,414;414,317,303;414,304,317
316,317,303;303,317,428;428,316,303;428,317,316
191,205,303;303,205,190;190,191,303;190,205,191
191,304,303;303,304,317;317,191,303;317,304,191
316,205,303;303,205,317;317,316,303;317,205,316
205,206,303;303,206,317;317,205,303;317,206,205
206,205,303;303,205,191;191,206,303;191,205,206
206,191,303;303,191,317;317,206,303;317,191,206
1895,1781,1910;1910,1781,1894;1894,1895,1910;1894,1781,1895
1780,1795,1910;1910,1795,1894;1894,1780,1910;1894,1795,1780
1781,1780,1910;1910,1780,1894;1894,1781,1910;1894,1780,1781
1795,1780,1910;1910,1780,1781;1781,1795,1910;1781,1780,1795
1796,1795,1910;1910,1795,1781;1781,1796,1910;1781,1795,1796
1795,1909,1910;1910,1909,1894;1894,1795,1910;1894,1909,1795
1810,1924,1910;1910,1924,1809;1809,1810,1910;1809,1924,1810
1924,1795,1910;1910,1795,1809;1809,1924,1910;1809,1795,1924
1795,1810,1910;1910,1810,1809;1809,1795,1910;1809,1810,1795
1795,1796,1910;1910,1796,1810;1810,1795,1910;1810,1796,1795
1909,1795,1910;1910,1795,1924;1924,1909,1910;1924,1795,1909
1810,1925,1910;1910,1925,1924;1924,1810,1910;1924,1925,1810
1810,1796,1910;1910,1796,1797;1797,1810,1910;1797,1796,1810
1811,1926,1910;1910,1926,1810;1810,1811,1910;1810,1926,1811
1926,1925,1910;1910,1925,1810;1810,1926,1910;1810,1925,1926
1926,1811,1910;1910,1811,1797;1797,1926,1910;1797,1811,1926
1811,1810,1910;1910,1810,1797;1797,1811,1910;1797,1810,1811
1911,1926,1910;1910,1926,1797;1797,1911,1910;1797,1926,1911
62,63,1910;1910,63,1894;1894,62,1910;1894,63,62
1894,1909,1910;1910,1909,77;77,1894,1910;77,1909,1894
78,63,1910;1910,63,77;77,78,1910;77,63,78
63,1895,1910;1910,1895,1894;1894,63,1910;1894,1895,63
62,1894,1910;1910,1894,77;77,62,1910;77,1894,62
63,62,1910;1910,62,77;77,63,1910;77,62,63
92,93,1910;1910,93,77;77,92,1910;77,93,92
92,1924,1910;1910,1924,93;93,92,1910;93,1924,92
93,78,1910;1910,78,77;77,93,1910;77,78,93
1924,92,1910;1910,92,77;77,1924,1910;77,92,1924
1909,1924,1910;1910,1924,77;77,1909,1910;77,1924,1909
1924,1925,1910;1910,1925,93;93,1924,1910;93,1925,1924
79,78,1910;1910,78,93;93,79,1910;93,78,79
1925,1926,1910;1910,1926,93;93,1925,1910;93,1926,1925
94,1926,1910;1910,1926,79;79,94,1910;79,1926,94
1926,1911,1910;1910,1911,79;79,1926,1910;79,1911,1926
94,79,1910;1910,79,93;93,94,1910;93,79,94
1926,94,1910;1910,94,93;93,1926,1910;93,94,1926
1548,1433,1562;1562,1433,1547;1547,1548,1562;1547,1433,1548
1548,1434,1562;1562,1434,1433;1433,1548,1562;1433,1434,1548
1434,1548,1562;1562,1548,1563;1563,1434,1562;1563,1548,1434
1434,1448,1562;1562,1448,1433;1433,1434,1562;1433,1448,1434
