231,17,238;238,17,242;242,231,238;242,17,231
17,24,238;238,24,242;242,17,238;242,24,17
17,44,51;51,44,242;242,17,51;242,44,17
24,17,51;51,17,242;242,24,51;242,17,24
204,178,185;185,178,243;243,204,185;243,178,204
211,204,185;185,204,243;243,211,185;243,204,211
81,48,68;68,48,75;75,81,68;75,48,81
81,54,68;68,54,48;48,81,68;48,54,81
74,54,68;68,54,81;81,74,68;81,54,74
48,54,68;68,54,41;41,48,68;41,54,48
74,47,68;68,47,54;54,74,68;54,47,74
54,47,68;68,47,41;41,54,68;41,47,54
48,54,14;14,54,21;21,48,14;21,54,48
54,48,14;14,48,41;41,54,14;41,48,54
54,27,14;14,27,21;21,54,14;21,27,54
47,27,14;14,27,54;54,47,14;54,27,47
47,54,14;14,54,41;41,47,14;41,54,47
47,20,14;14,20,27;27,47,14;27,20,47
157,158,151;151,158,186;186,157,151;186,158,157
178,186,151;151,186,179;179,178,151;179,186,178
186,158,151;151,158,179;179,186,151;179,158,186
158,152,151;151,152,179;179,158,151;179,152,158
185,157,151;151,157,186;186,185,151;186,157,185
178,185,151;151,185,186;186,178,151;186,185,178
130,157,151;151,157,243;243,130,151;243,157,130
123,130,151;151,130,243;243,123,151;243,130,123
157,185,151;151,185,243;243,157,151;243,185,157
185,178,151;151,178,243;243,185,151;243,178,185
27,54,19;19,54,53;53,27,19;53,54,27
53,54,19;19,54,46;46,53,19;46,54,53
26,27,19;19,27,53;53,26,19;53,27,26
27,47,19;19,47,54;54,27,19;54,47,27
54,47,19;19,47,46;46,54,19;46,47,54
20,47,19;19,47,27;27,20,19;27,47,20
156,129,122;122,129,242;242,156,122;242,129,156
150,156,122;122,156,242;242,150,122;242,156,150
156,150,128;128,150,155;155,156,128;155,150,156
121,149,128;128,149,150;150,121,128;150,149,121
129,150,128;128,150,156;156,129,128;156,150,129
150,149,128;128,149,155;155,150,128;155,149,150
122,121,128;128,121,150;150,122,128;150,121,122
129,122,128;128,122,150;150,129,128;150,122,129
108,81,101;101,81,75;75,108,101;75,81,108
81,74,101;101,74,75;75,81,101;75,74,81
102,108,101;101,108,75;75,102,101;75,108,102
96,102,101;101,102,75;75,96,101;75,102,96
68,96,101;101,96,75;75,68,101;75,96,68
74,68,101;101,68,75;75,74,101;75,68,74
76,49,69;69,49,50;50,76,69;50,49,76
50,49,69;69,49,43;43,50,69;43,49,50
49,42,69;69,42,43;43,49,69;43,42,49
77,76,69;69,76,50;50,77,69;50,76,77
77,50,69;69,50,43;43,77,69;43,50,77
70,77,69;69,77,43;43,70,69;43,77,70
48,76,69;69,76,75;75,48,69;75,76,48
49,76,69;69,76,48;48,49,69;48,76,49
41,48,69;69,48,75;75,41,69;75,48,41
42,49,69;69,49,41;41,42,69;41,49,42
49,48,69;69,48,41;41,49,69;41,48,49
68,41,69;69,41,75;75,68,69;75,41,68
50,44,23;23,44,43;43,50,23;43,44,50
44,17,23;23,17,43;43,44,23;43,17,44
24,17,23;23,17,44;44,24,23;44,17,24
51,24,23;23,24,44;44,51,23;44,24,51
51,44,23;23,44,50;50,51,23;50,44,51
17,16,23;23,16,43;43,17,23;43,16,17
48,49,15;15,49,41;41,48,15;41,49,48
49,48,15;15,48,21;21,49,15;21,48,49
22,49,15;15,49,21;21,22,15;21,49,22
48,41,15;15,41,21;21,48,15;21,41,48
49,42,15;15,42,41;41,49,15;41,42,49
41,14,15;15,14,21;21,41,15;21,14,41
49,22,15;15,22,50;50,49,15;50,22,49
49,50,15;15,50,43;43,49,15;43,50,49
42,49,15;15,49,43;43,42,15;43,49,42
23,16,15;15,16,50;50,23,15;50,16,23
50,16,15;15,16,43;43,50,15;43,16,50
22,23,15;15,23,50;50,22,15;50,23,22
203,231,210;210,231,242;242,203,210;242,231,203
231,238,210;210,238,242;242,231,210;242,238,231
106,130,99;99,130,243;243,106,99;243,130,106
130,123,99;99,123,243;243,130,99;243,123,130
99,72,79;79,72,243;243,99,79;243,72,99
106,99,79;79,99,243;243,106,79;243,99,106
204,211,232;232,211,243;243,204,232;243,211,204
211,239,232;232,239,243;243,211,232;243,239,211
